transaction_id,transaction_timestamp,customer_id,product_id,store_id,quantity,unit_price,discount,tax,payment_method,salesperson,total_amount
f95ab91e-1641-4682-8885-5f1a8b7758df,2026-01-24T17:17:32.616344,C0958,P0405,S043,2,12690.33,6101.35,3470.28,CASH,EMP043,22749.59
a9f873a5-103f-45f5-b4eb-c8b3d9c7a25a,2025-12-06T17:17:32.616344,C0819,P0254,S002,5,5077.21,5655.05,3551.58,CARD,EMP187,23282.58
161907a9-0d09-4080-bfc9-8b79c6e23c7b,2026-06-25T17:17:32.616344,C0197,P0263,S018,5,15133.59,17106.25,10541.11,WALLET,EMP164,69102.81
b320ba49-a436-44f1-b297-2315879808ea,2025-11-28T17:17:32.616344,C0054,P0333,S016,3,20024.36,3951.51,10101.88,CASH,EMP021,66223.45
c359b91a-8b7c-4d04-8de7-0b581c71aaf3,2026-06-21T17:17:32.616344,C0778,P0337,S030,1,2784.18,231.73,459.44,CARD,EMP006,3011.89
ae959de5-4385-4a6c-b6d2-e7d9c858a1a6,2025-12-25T17:17:32.616344,C0020,P0155,S025,2,33473.85,15139.13,9325.54,WALLET,EMP019,61134.11
ed6247e4-ad0d-4d60-b023-b4cdc04332aa,2025-10-18T17:17:32.616344,C0277,P0357,S025,3,23285.24,6405.66,11421.01,WALLET,EMP209,74871.07
2947a756-3dc0-4c3b-b80c-85c815d75642,2025-10-30T17:17:32.616344,C0136,P0483,S023,3,11068.67,4585.61,5151.67,CASH,EMP137,33772.07
da5608f9-a94b-4c29-8ee3-56e75729f8d9,2026-01-25T17:17:32.616344,C0461,P0471,S043,1,28796.82,5798.78,4139.65,UPI,EMP012,27137.69
2075ed4d-9bc4-452e-bf2d-713a4b7e6f4f,2025-12-28T17:17:32.616344,C0826,P0391,S007,2,28118.71,1046.22,9934.42,UPI,EMP079,65125.62
917c3bab-5100-47b5-b9b4-1c6b18c8f46d,2026-07-01T17:17:32.616344,C0243,P0399,S006,1,28802.09,69.45,5171.88,CASH,EMP037,33904.52
8b002f80-ffde-4122-a18e-9db10f9fefd6,2026-05-14T17:17:32.616344,C0642,P0495,S030,3,4056.7,2391.83,1760.09,UPI,EMP029,11538.36
c56dae56-4e48-4553-8a07-265b3825449b,2026-05-22T17:17:32.616344,C0205,P0471,S048,1,28796.82,1335.99,4942.95,UPI,EMP222,32403.78
45538ddb-11e5-4bab-bc46-aac5b7767fcd,2025-08-21T17:17:32.616344,C0239,P0108,S004,1,10379.04,1003.92,1687.52,CARD,EMP244,11062.64
07f98a5f-f868-4db3-b43a-2c9a5b7f1b0c,2025-07-26T17:17:32.616344,C0726,P0254,S039,2,5077.21,1191.14,1613.39,UPI,EMP227,10576.67
b8a0f023-77f9-4a6a-bba4-de29887ace7e,2025-10-03T17:17:32.616344,C0007,P0041,S012,2,21936.53,2887.52,7377.4,CARD,EMP064,48362.94
2d6f4975-a945-4536-89c5-c77f1fd34b0f,2026-03-13T17:17:32.616344,C0078,P0097,S012,3,14986.56,8500.6,6562.63,CARD,EMP203,43021.71
1b29df6d-4ddc-477d-a360-ddf4a2a117fa,2026-02-11T17:17:32.616344,C0607,P0152,S039,4,4076.73,2065.49,2563.46,CARD,EMP219,16804.89
3413695f-805b-47c3-a8b7-54ce7e79fc81,2025-07-23T17:17:32.616344,C0354,P0377,S016,5,37656.56,328.7,33831.74,CASH,EMP145,221785.84
363979f6-fa1a-4a49-b9f8-501b2d2e442c,2026-06-07T17:17:32.616344,C0067,P0032,S005,4,27456.11,9451.03,18067.21,WALLET,EMP041,118440.62
ef114e7d-d931-421c-8882-3651f6d448a2,2025-07-27T17:17:32.616344,C0921,P0367,S029,1,7076.58,1728.75,962.61,UPI,EMP164,6310.44
36703a7a-37fc-4aef-8c8d-b54e84defc0d,2026-06-04T17:17:32.616344,C0939,P0469,S024,5,19644.41,16653.44,14682.35,CASH,EMP164,96250.96
fbb992a3-dafd-4f24-b239-4a81fe7a54ba,2025-10-30T17:17:32.616344,C0761,P0416,S031,3,6641.36,2488.99,3138.32,CASH,EMP280,20573.41
40eb7f0a-360d-4a18-b155-993715062ad1,2026-01-08T17:17:32.616344,C0195,P0117,S038,2,20756.14,443.14,7392.45,WALLET,EMP239,48461.59
7697adce-13c4-416f-b029-732e4dba0350,2025-11-12T17:17:32.616344,C0333,P0473,S026,4,15696.97,13635.68,8847.4,WALLET,EMP079,57999.6
d0490f4d-c7db-417a-a1f5-5d488650f4ba,2026-01-26T17:17:32.616344,C0769,P0198,S027,1,24687.73,5390.33,3473.53,WALLET,EMP077,22770.93
2630ada1-8755-4ed2-920c-6487540c7600,2026-04-04T17:17:32.616344,C0015,P0223,S043,2,33041.97,2495.31,11445.95,CARD,EMP049,75034.58
9de60720-50f3-4d78-8e6e-1b5e28c982ab,2026-04-17T17:17:32.616344,C0278,P0173,S013,1,8083.51,1005.03,1274.13,CASH,EMP282,8352.61
30d2a826-6340-4f02-8ea8-4ef72607e5fa,2026-04-17T17:17:32.616344,C0195,P0250,S039,4,21187.46,9171.12,13604.17,WALLET,EMP031,89182.89
610e48ff-32a7-4f47-91c4-c81796bdaa41,2026-04-26T17:17:32.616344,C0109,P0035,S021,4,22965.64,13958.92,14022.66,CARD,EMP266,91926.3
f7da0b03-78f2-4de1-ac0c-e68a98731c30,2026-01-31T17:17:32.616344,C0823,P0111,S027,4,26672.81,345.88,19142.16,CARD,EMP174,125487.52
1f26f329-f9c4-44f4-98d9-680ba9a89597,2026-05-02T17:17:32.616344,C0701,P0317,S028,5,5960.75,907.88,5201.26,CASH,EMP175,34097.13
597afb56-7a70-42d7-b6f9-530235964171,2025-11-07T17:17:32.616344,C0827,P0353,S009,3,26830.17,11375.88,12440.63,UPI,EMP010,81555.26
eed216c3-7d09-4942-95ad-d9e389ab0d85,2026-01-28T17:17:32.618348,C0428,P0127,S014,3,18122.97,9355.28,8102.45,WALLET,EMP144,53116.08
2eae028d-431d-4589-90ec-f4e979bb9e47,2026-01-24T17:17:32.618348,C0592,P0407,S022,2,17297.82,7800.07,4823.2,CARD,EMP122,31618.77
198a7dbc-6f8a-4915-85a9-572dc7096851,2026-01-28T17:17:32.618348,C0256,P0251,S037,4,10498.08,9349.14,5875.77,UPI,EMP197,38518.95
50e9d094-1192-4fea-b485-f972e8c1481b,2025-09-02T17:17:32.618348,C0639,P0165,S006,5,2146.9,1317.5,1695.06,CASH,EMP035,11112.06
640be797-9d19-4137-ba4b-a25dcaee1e9d,2026-01-02T17:17:32.618348,C0797,P0099,S050,3,16008.17,8547.25,7105.91,UPI,EMP243,46583.17
60ac2cff-97b1-4db7-95b7-283afb5239e6,2025-11-02T17:17:32.618348,C0649,P0002,S021,3,32643.86,20194.39,13992.69,CARD,EMP140,91729.88
5deb4692-0162-490b-872d-a17a97881dd2,2025-08-11T17:17:32.618348,C0497,P0161,S039,5,2751.89,688.17,2352.83,CARD,EMP062,15424.11
864cd790-a03e-4f90-80ca-12090ec9cd1c,2026-02-13T17:17:32.618348,C0063,P0377,S013,5,37656.56,37602.36,27122.48,CARD,EMP193,177802.92
2e8fafe7-97e0-4f08-940b-dc046e179fb0,2026-04-25T17:17:32.618348,C0839,P0437,S001,3,20094.05,3933.23,10142.81,CASH,EMP013,66491.73
6a45a544-0355-478f-9a0c-a2c186bbc08c,2025-12-24T17:17:32.618348,C0378,P0239,S050,2,4405.35,983.9,1408.82,CARD,EMP228,9235.62
675a4b23-95d8-46da-a586-e221683b355a,2025-07-11T17:17:32.618348,C0111,P0480,S018,4,16077.86,4436.68,10777.46,WALLET,EMP146,70652.22
d97809b6-33eb-4840-b16e-d2c95a0130cb,2026-01-21T17:17:32.618348,C0132,P0166,S002,1,18833.77,246.83,3345.65,WALLET,EMP189,21932.59
52afe8b6-ad3c-4a93-bd4f-e7d7d1ffbbd9,2025-11-27T17:17:32.618348,C0852,P0369,S025,5,16487.95,524.84,14744.68,CASH,EMP203,96659.59
edec74cf-4e09-454c-a4be-5e796077c2d1,2026-01-23T17:17:32.618348,C0628,P0429,S049,1,1856.58,298.73,280.41,UPI,EMP262,1838.26
9a22f00c-96ea-457f-b289-683fdd758c48,2025-10-13T17:17:32.618348,C0066,P0475,S005,2,16392.43,1242.3,5677.66,CARD,EMP121,37220.22
e3367332-a266-46da-b0b0-69079c37e7b6,2026-01-13T17:17:32.618348,C0369,P0498,S023,3,14476.48,881.17,7658.69,UPI,EMP253,50206.96
fadba8f1-ada6-466d-b58b-7fd05600d02a,2025-09-30T17:17:32.618348,C0064,P0269,S027,4,16836.04,11694.09,10017.01,UPI,EMP107,65667.08
e132e43b-bffa-44c8-a3e6-cde884717c3f,2025-08-11T17:17:32.618348,C0119,P0391,S017,2,28118.71,3363.92,9517.23,UPI,EMP027,62390.73
6e3c1be8-1148-4f46-af13-e5bb182171fd,2026-03-10T17:17:32.618348,C0715,P0116,S031,1,10353.5,109.17,1843.98,CARD,EMP071,12088.31
bc70655d-9d3b-4dcc-81d0-1a2583e20cf0,2026-02-09T17:17:32.618348,C0331,P0199,S049,4,25412.94,489.34,18209.24,WALLET,EMP013,119371.66
04aad0b8-46ff-4d92-80ff-30a3f57f5d4f,2025-09-09T17:17:32.618348,C0714,P0213,S036,1,4487.75,45.02,799.69,UPI,EMP107,5242.42
a93da933-2b7b-4982-9aa4-ea4c1b5fda58,2025-12-31T17:17:32.618348,C0504,P0004,S023,1,4934.65,717.48,759.09,CARD,EMP204,4976.26
ee089997-eab6-4f71-8e2b-e40c0b056ab2,2025-09-26T17:17:32.618348,C0550,P0004,S041,5,4934.65,1735.87,4128.73,CASH,EMP262,27066.11
bcd2797e-6207-4207-b64b-52b686c507ad,2026-03-29T17:17:32.618348,C0855,P0104,S049,5,11352.31,3636.69,9562.47,CASH,EMP134,62687.33
c70ef5ce-d5c4-4d06-be12-4ce15ce2a7f3,2025-08-08T17:17:32.618348,C0667,P0147,S029,1,8120.49,904.51,1298.88,WALLET,EMP105,8514.86
b6fe92f1-210a-44a4-a01f-4128ade9306f,2025-09-19T17:17:32.618348,C0043,P0199,S007,2,25412.94,2543.11,8690.9,CASH,EMP110,56973.67
0c37661c-12e0-41bc-96d2-4c54b4d44e2c,2025-08-21T17:17:32.618348,C0838,P0156,S024,4,14265.56,775.58,10131.6,CARD,EMP291,66418.26
4a4b58dd-9c3c-4db1-a675-7c4880aafc07,2026-07-01T17:17:32.618348,C0864,P0130,S014,5,6983.89,207.88,6248.08,CARD,EMP093,40959.65
ff6e5cf8-b700-4b6a-a241-5379b3c05946,2025-11-15T17:17:32.618348,C0212,P0256,S047,4,14897.69,10725.88,8795.68,WALLET,EMP085,57660.56
9c56c4f4-c8b8-4c7a-b022-74c8b8a38071,2025-07-31T17:17:32.618348,C0492,P0288,S039,3,8496.56,5066.09,3676.25,CARD,EMP040,24099.84
5f4924a4-c977-4275-87da-ed960bad4fd5,2026-07-02T17:17:32.618348,C0906,P0001,S002,5,18741.74,1172.02,16656.6,CASH,EMP001,109193.28
c3b5970a-1f58-45c3-a3a7-3a3cb8b8a589,2025-12-31T17:17:32.618348,C0391,P0374,S037,2,28768.67,1398.63,10104.97,CARD,EMP098,66243.68
01d23932-190d-4e0c-a973-684e055de768,2025-08-07T17:17:32.618348,C0760,P0449,S024,1,1903.84,133.26,318.7,UPI,EMP153,2089.28
73770308-6b3e-41e4-b2a8-0ddc3dd2a557,2026-03-25T17:17:32.618348,C0921,P0062,S020,2,14182.91,1863.11,4770.49,UPI,EMP016,31273.2
b41f1954-8d14-4e4a-9ec6-dc00d89472fa,2026-03-09T17:17:32.618348,C0955,P0244,S012,1,12550.03,353.24,2195.42,WALLET,EMP297,14392.21
7c6fb727-9e80-4837-a35a-06de7396e0f5,2025-07-18T17:17:32.618348,C0280,P0139,S002,5,3416.14,2048.51,2705.79,CARD,EMP111,17737.98
afc762e4-fd09-4517-82c2-92bb605b5425,2026-07-01T17:17:32.618348,C0039,P0255,S028,4,6904.38,2847.53,4458.6,UPI,EMP033,29228.59
d8de74f9-2146-4f49-b0bd-74bcf8dfcecc,2026-03-26T17:17:32.618348,C0898,P0144,S046,3,5118.71,2759.77,2267.34,CASH,EMP013,14863.7
218f7c51-7dd6-4ec0-a50c-4844eaefe141,2026-07-07T17:17:32.618348,C0987,P0447,S013,2,20423.45,7042.77,6084.74,UPI,EMP289,39888.87
0c3af04e-045b-4218-84ff-3f108cf07dee,2026-06-13T17:17:32.618348,C0446,P0287,S045,4,41529.56,32889.91,23981.1,CASH,EMP187,157209.43
2f259df9-b62e-4072-9020-7a26437f4702,2025-08-04T17:17:32.618348,C0377,P0234,S031,5,5953.99,1219.78,5139.03,CASH,EMP283,33689.2
2272dc70-98de-4f22-a3d4-f446c77a3d5b,2025-09-13T17:17:32.618348,C0329,P0377,S041,3,37656.56,11494.71,18265.49,WALLET,EMP191,119740.46
c578fff1-785f-4902-8361-58e8682f14c7,2025-10-27T17:17:32.618348,C0356,P0393,S019,2,22392.56,9116.32,6420.38,WALLET,EMP185,42089.18
e8930192-9526-4cf6-a41d-298e8ef222fb,2026-01-05T17:17:32.618348,C0089,P0309,S017,2,29679.12,4938.67,9795.52,WALLET,EMP231,64215.09
5f4ef983-8a94-42f8-8289-1aefe6439e04,2025-08-21T17:17:32.618348,C0883,P0349,S011,1,5737.99,492.68,944.16,CARD,EMP175,6189.47
ce739541-7d1d-4128-aad8-c136b8268aeb,2026-03-24T17:17:32.618348,C0852,P0382,S011,5,13576.09,2367.69,11792.3,WALLET,EMP042,77305.06
41f5e88b-38d1-4e77-ae0c-2608319e6f16,2026-05-15T17:17:32.618348,C0902,P0058,S033,5,38564.52,2023.6,34343.82,UPI,EMP131,225142.82
ac1b0c42-d4ac-498b-9994-ea3ee5941b06,2026-01-17T17:17:32.618348,C0681,P0483,S011,2,11068.67,3785.54,3303.32,WALLET,EMP060,21655.12
d37d8dff-a2fa-48d5-83c0-b9f242292a0e,2025-10-13T17:17:32.618348,C0857,P0409,S024,5,6190.28,7249.81,4266.29,WALLET,EMP113,27967.88
8a595cc1-8b92-4364-a23a-1e32b1fa54de,2025-08-12T17:17:32.618348,C0768,P0209,S045,1,11938.29,673.96,2027.58,WALLET,EMP080,13291.91
e3a39ac5-9005-4cba-b191-e24b2bf61e75,2025-10-22T17:17:32.618348,C0917,P0386,S013,1,776.98,173.5,108.63,UPI,EMP254,712.11
25975364-c2fb-4329-9f22-317214efce86,2026-02-02T17:17:32.618348,C0074,P0356,S020,2,23321.45,8813.18,6809.35,CARD,EMP278,44639.07
0b3c0831-21cb-4629-9edb-d9e71325aad2,2026-02-06T17:17:32.618348,C0975,P0418,S013,1,2004.47,8.13,359.34,UPI,EMP107,2355.68
d25090b3-0989-4e09-8912-fcf71da403fb,2026-05-08T17:17:32.618348,C0795,P0349,S005,1,5737.99,363.55,967.4,WALLET,EMP184,6341.84
606fc9ef-f078-4ce6-93cf-ad64ea4872e4,2025-12-28T17:17:32.618348,C0011,P0358,S039,3,19222.77,4947.5,9489.75,CARD,EMP156,62210.56
d19322ad-6b5d-410f-be7b-199ba5e5a17d,2025-07-25T17:17:32.618348,C0604,P0471,S031,5,28796.82,21357.74,22072.74,WALLET,EMP017,144699.1
6df743ce-b60d-4810-9b51-1bc2dc122f6b,2025-12-23T17:17:32.618348,C0360,P0016,S017,4,1380.56,1188.9,780.0,UPI,EMP217,5113.34
fa527799-feba-4a30-91da-5fb4890cc961,2025-12-25T17:17:32.618348,C0636,P0451,S023,4,19362.93,19259.11,10474.67,UPI,EMP250,68667.28
078acaa6-20b1-4668-bf1c-9b5945fd555f,2026-03-04T17:17:32.618348,C0089,P0244,S017,5,12550.03,1444.02,11035.1,UPI,EMP233,72341.23
a63b860a-324d-4aec-9c3f-21b637d23821,2026-01-30T17:17:32.618348,C0346,P0124,S039,4,21905.31,752.28,15636.41,WALLET,EMP111,102505.37
f9148a91-8493-4a7d-aab9-8c6c897dd9a0,2025-07-27T17:17:32.618348,C0098,P0006,S044,2,25277.48,7500.2,7749.86,UPI,EMP260,50804.62
26dc8bc3-aadf-4ab4-acb6-9ec74e739f74,2025-12-21T17:17:32.618348,C0515,P0093,S030,3,32074.9,16770.31,14301.79,UPI,EMP130,93756.18
24a11b98-5e5f-4141-87dd-1f384bf026ce,2026-02-07T17:17:32.618348,C0715,P0265,S032,2,18148.14,8187.19,5059.64,CARD,EMP021,33168.73
009a5a36-9352-4277-bc21-b4ecb0805aa8,2026-05-29T17:17:32.618348,C0340,P0219,S008,2,22060.12,10683.33,6018.64,CARD,EMP247,39455.55
9cf07181-570d-4e87-86be-a07aee375f39,2026-06-15T17:17:32.618348,C0006,P0199,S050,2,25412.94,9815.27,7381.91,CASH,EMP094,48392.52
af697b42-5a9a-41c4-944b-00e6ddc9c8bc,2025-11-22T17:17:32.618348,C0887,P0350,S038,4,29698.13,6792.93,20159.93,UPI,EMP052,132159.52
0a4c2303-bc24-409e-8e6e-9fb41cfd71f0,2025-10-26T17:17:32.618348,C0136,P0380,S039,5,24244.17,717.57,21690.59,CASH,EMP221,142193.87
3fcba76f-06ae-4826-a6e1-683f1d0eae4b,2026-02-15T17:17:32.618348,C0651,P0279,S007,4,10752.82,5093.16,6825.26,WALLET,EMP286,44743.38
5cecee58-7302-46a8-b11e-f556485f9c65,2025-08-01T17:17:32.618348,C0069,P0034,S006,3,12979.58,8544.92,5470.89,CASH,EMP244,35864.71
c9da1747-ad6c-4b2c-9325-fe5cb393ef6e,2026-05-24T17:17:32.618348,C0942,P0125,S009,1,24076.65,145.12,4307.68,CARD,EMP101,28239.21
1762aa26-cad7-4be9-aafa-9cb4dc63bdaf,2025-08-05T17:17:32.618348,C0560,P0192,S036,3,27514.57,9861.49,13082.8,CARD,EMP299,85765.02
b6af33cb-ad62-472d-b93d-610ae6ee1943,2026-04-30T17:17:32.618348,C0574,P0021,S015,2,18173.88,1339.3,6301.52,WALLET,EMP006,41309.98
87d650c8-bd9f-4269-806a-5f0d162afcb6,2026-02-21T17:17:32.618348,C0523,P0404,S001,1,14234.89,1866.77,2226.26,UPI,EMP156,14594.38
6906fa0d-99a2-4723-aca7-34df9fda786b,2026-04-02T17:17:32.618348,C0141,P0164,S016,4,2840.4,2275.8,1635.44,WALLET,EMP245,10721.24
0ba382a1-0b43-47e7-a0b4-f182ea98a561,2025-10-03T17:17:32.618348,C0102,P0089,S025,5,4089.49,3237.84,3097.73,UPI,EMP075,20307.34
1ff9851d-c6f7-4315-8c2c-c74a6da10635,2026-05-31T17:17:32.618348,C0879,P0262,S010,1,31853.71,3804.04,5048.94,CARD,EMP127,33098.61
f61eed41-7879-47d7-8937-323881a85b99,2026-02-23T17:17:32.618348,C0424,P0430,S041,3,20554.11,14453.78,8497.54,WALLET,EMP031,55706.09
e7c6674f-58a1-4b0e-8bb0-af34b8ec5dd3,2025-07-29T17:17:32.618348,C0044,P0446,S021,4,18429.7,509.86,13177.61,CASH,EMP201,86386.55
42ace29e-8d56-4526-a51b-e02a8b156131,2025-10-20T17:17:32.618348,C0857,P0444,S015,2,28811.36,6905.59,9129.08,WALLET,EMP081,59846.21
48e55e00-c1a4-495c-8a20-24b3c4d26ae2,2026-06-22T17:17:32.618348,C0534,P0148,S032,1,17647.82,1909.24,2832.94,WALLET,EMP034,18571.52
c5d3b176-2d4c-4134-9d01-5f749ccf13ec,2026-06-17T17:17:32.618348,C0722,P0457,S050,2,22879.9,8842.14,6645.18,CASH,EMP143,43562.84
656c46e8-9b1e-4d0e-8d6a-5f39c3e65c3e,2025-09-01T17:17:32.618348,C0476,P0333,S022,3,20024.36,12560.15,8552.33,CASH,EMP158,56065.26
a85703fc-4f53-467f-bfc9-14ffa8e7ffc6,2025-07-20T17:17:32.618348,C0482,P0262,S032,4,31853.71,24126.56,18591.89,CARD,EMP241,121880.17
e11a3e3b-540b-4dee-84ad-77d3ec8ed719,2025-08-18T17:17:32.618348,C0709,P0251,S022,5,10498.08,6784.35,8227.09,UPI,EMP129,53933.14
769f7b55-f1f0-466c-b8a6-05b65016436d,2026-01-28T17:17:32.618348,C0957,P0139,S019,5,3416.14,2192.81,2679.82,CASH,EMP123,17567.71
dd0f8d8f-4641-4e1a-9ed2-d24170d93edf,2025-10-15T17:17:32.618348,C0357,P0498,S020,2,14476.48,5976.87,4135.7,WALLET,EMP143,27111.79
697b88a9-16a7-443d-91c9-a8364355fb38,2026-04-27T17:17:32.618348,C0435,P0343,S043,2,16407.53,6303.07,4772.16,CASH,EMP098,31284.15
d7d8ebc2-4abf-42cf-9f49-d83d8a3f196c,2025-11-13T17:17:32.618348,C0371,P0365,S035,5,7332.05,2943.29,6069.05,CARD,EMP061,39786.01
67576019-f511-4c7e-91ab-abd050929898,2025-08-17T17:17:32.618348,C0898,P0150,S041,2,24121.99,2481.35,8237.27,CASH,EMP094,53999.9
6e56c09f-da5e-41bf-a5de-f771f24f8966,2026-02-19T17:17:32.618348,C0830,P0255,S024,2,6904.38,1351.98,2242.22,WALLET,EMP276,14699.0
bdcef771-a419-46e6-bda5-4d2b5a02bece,2025-12-27T17:17:32.618348,C0261,P0311,S005,3,13241.46,1235.72,6927.96,WALLET,EMP002,45416.62
515ce149-3005-421d-b58e-a8348db77e83,2025-10-19T17:17:32.618348,C0466,P0479,S036,5,4646.7,4769.59,3323.5,WALLET,EMP102,21787.41
ad2698f0-34d0-4a15-b535-0002dbdd3d64,2025-11-26T17:17:32.618348,C0438,P0322,S032,5,25539.76,3450.4,22364.71,WALLET,EMP161,146613.11
dbe209e9-5e4b-45b7-b886-be71e5a91e13,2026-06-02T17:17:32.618348,C0186,P0063,S024,1,8790.38,90.18,1566.04,CASH,EMP056,10266.24
d585b125-3e0f-4ade-9484-72dca53ef238,2025-08-03T17:17:32.618348,C0275,P0066,S007,4,33856.49,6936.95,23128.02,UPI,EMP006,151617.03
c073a0c2-ad5f-48c3-a7d6-1b90077a304b,2026-03-11T17:17:32.618348,C0640,P0369,S018,3,16487.95,5314.92,7946.81,CARD,EMP293,52095.74
dcd27cce-3d0d-4279-932c-714b6576ff13,2025-09-27T17:17:32.618348,C0951,P0283,S023,2,2119.81,160.79,734.19,CASH,EMP113,4813.02
188259ce-dea5-4e66-8c7e-9e907f3e659f,2026-06-29T17:17:32.618348,C0990,P0423,S025,2,15564.91,4215.84,4844.52,CARD,EMP047,31758.5
0a7de298-3484-49d9-bdb6-015619132008,2026-03-03T17:17:32.618348,C0629,P0499,S018,4,4887.79,608.84,3409.62,WALLET,EMP114,22351.94
2ae0a68b-440c-4d35-9433-6c5cc154e8e8,2026-07-06T17:17:32.618348,C0625,P0085,S012,2,27079.45,3783.96,9067.49,CARD,EMP158,59442.43
3f617515-3725-480c-ac53-9a8c26da4e45,2026-05-17T17:17:32.618348,C0882,P0308,S025,4,9672.63,2064.02,6592.77,UPI,EMP210,43219.27
3e021e45-6ec4-4a62-88a6-a3e62455d7e8,2025-12-25T17:17:32.618348,C0454,P0077,S048,4,22368.22,19026.1,12680.42,UPI,EMP278,83127.2
